source,target,weight,type
0,1,0.920485834459,undirected
0,29,0.935078826323,undirected
0,239,0.565400034844,undirected
0,404,0.843874585194,undirected
0,815,0.299039600151,undirected
0,853,0.565400034844,undirected
0,862,0.699003284207,undirected
0,872,0.35956166345,undirected
0,873,0.458797818778,undirected
0,980,0.545960406977,undirected
0,1094,0.415624210917,undirected
0,1178,0.707686388203,undirected
1,29,0.969267532036,undirected
1,239,0.843874585194,undirected
1,404,0.902160434339,undirected
1,812,0.739593332899,undirected
1,815,0.652243823461,undirected
1,862,0.893650495049,undirected
1,872,0.843874585194,undirected
1,899,0.739593332899,undirected
1,980,0.681420222312,undirected
1,1094,0.849381662132,undirected
1,1130,0.54840179481,undirected
2,858,0.00157842970889,undirected
8,867,0.947752241938,undirected
12,48,0.876288778078,undirected
12,227,0.615349011357,undirected
12,229,0.756182405663,undirected
12,1143,0.870990736018,undirected
14,51,0.42580935412,undirected
14,70,3.3130502471e-46,undirected
14,118,5.42101086243e-20,undirected
14,192,0.189651889111,undirected
14,340,0.000651084649038,undirected
14,794,8.27884105678e-11,undirected
14,799,0.096764042565,undirected
14,811,4.05757799192e-202,undirected
14,813,5.42101086243e-20,undirected
14,867,1.32522027099e-06,undirected
14,886,0.141033292536,undirected
14,916,3.55081872452e-05,undirected
14,981,1.32522027099e-06,undirected
14,1004,0.0155610360217,undirected
14,1038,0.000651084649038,undirected
14,1167,3.55081872452e-05,undirected
14,1176,0.626991707376,undirected
18,24,0.756182405663,undirected
18,65,0.676979765242,undirected
18,996,0.245200948746,undirected
18,1031,0.400330482797,undirected
22,827,0.458797818778,undirected
22,1046,0.969267532036,undirected
22,1136,0.458797818778,undirected
22,1139,0.969267532036,undirected
22,1144,0.890214721826,undirected
24,773,3.55081872452e-05,undirected
24,1031,0.00157842970889,undirected
24,1082,0.223899221181,undirected
25,33,0.739593332899,undirected
28,66,0.633928588783,undirected
28,498,0.862068232449,undirected
28,1130,0.176469681635,undirected
28,1177,0.486504118674,undirected
29,239,0.935078826323,undirected
29,404,0.969267532036,undirected
29,862,0.809944690858,undirected
29,872,0.843874585194,undirected
29,980,0.676979765242,undirected
29,1094,0.862068232449,undirected
32,247,0.862068232449,undirected
32,248,0.862068232449,undirected
32,858,0.131212991953,undirected
32,869,0.137069994355,undirected
32,1044,0.0316651030886,undirected
32,1091,0.176469681635,undirected
37,194,0.870990736018,undirected
37,235,0.995720438508,undirected
37,385,0.843874585194,undirected
37,1066,0.739593332899,undirected
37,1070,0.615349011357,undirected
40,189,0.523849728659,undirected
40,282,0.91719422016,undirected
40,1116,0.0702324799726,undirected
40,1174,0.523849728659,undirected
43,55,0.843874585194,undirected
43,434,0.703353935776,undirected
48,227,0.372287983193,undirected
48,228,0.890214721826,undirected
48,229,0.784489009892,undirected
48,475,0.890214721826,undirected
48,1022,0.0344446969244,undirected
51,192,0.776495772606,undirected
55,284,0.776495772606,undirected
55,434,0.907212130742,undirected
55,476,0.696821156565,undirected
55,1020,0.800248592783,undirected
55,1051,0.739593332899,undirected
56,811,3.55081872452e-05,undirected
56,916,0.0470174820739,undirected
56,1115,0.458797818778,undirected
64,769,0.541068167583,undirected
64,1141,0.800248592783,undirected
64,1190,0.331672614617,undirected
65,893,0.523849728659,undirected
65,939,0.331672614617,undirected
65,1031,0.314045273892,undirected
66,1028,0.907212130742,undirected
66,1130,0.461325703096,undirected
66,1177,0.579836765566,undirected
69,396,0.756182405663,undirected
70,118,6.92545268509e-06,undirected
70,335,0.876288778078,undirected
70,340,0.00816231386405,undirected
70,799,0.000427098525627,undirected
70,813,0.00648746544299,undirected
70,867,0.000427098525627,undirected
70,886,0.054179433068,undirected
70,924,0.155258858378,undirected
70,936,8.27884105678e-11,undirected
70,1004,0.054179433068,undirected
70,1066,0.000427098525627,undirected
70,1070,6.72472641329e-17,undirected
70,1078,0.00816231386405,undirected
70,1079,0.155258858378,undirected
70,1095,0.008531094546,undirected
70,1202,8.27884105678e-11,undirected
73,192,0.372287983193,undirected
73,868,0.615349011357,undirected
73,925,0.0234303383842,undirected
73,1167,0.0470174820739,undirected
73,1169,0.35956166345,undirected
73,1183,0.0917726335719,undirected
77,858,0.739593332899,undirected
81,919,0.400330482797,undirected
90,400,0.969267532036,undirected
96,821,0.902160434339,undirected
100,106,0.35956166345,undirected
100,145,0.000427098525627,undirected
100,938,2.06490016583e-19,undirected
100,1056,6.91948400178e-33,undirected
100,1058,0.000651084649038,undirected
100,1059,0.000427098525627,undirected
100,1061,1.51065267682e-14,undirected
100,1062,6.27729817567e-22,undirected
106,1058,0.685842891685,undirected
106,1059,0.756182405663,undirected
106,1061,0.533706679638,undirected
106,1062,0.615349011357,undirected
112,958,0.991404327228,undirected
113,385,0.843874585194,undirected
117,894,0.063266555438,undirected
117,1044,0.0316651030886,undirected
118,799,0.0775864136932,undirected
118,867,0.00278215740805,undirected
118,962,0.226240753263,undirected
118,1038,0.0344446969244,undirected
118,1076,4.04974439288e-05,undirected
118,1078,0.418171531463,undirected
118,1079,0.523849728659,undirected
118,1095,0.314045273892,undirected
118,1183,0.00278215740805,undirected
121,476,0.0139178133836,undirected
121,658,0.00618499226542,undirected
121,1019,0.0775864136932,undirected
121,1084,0.0917726335719,undirected
122,851,0.281683696357,undirected
122,1056,1.33686570379e-07,undirected
122,1058,0.000201291432301,undirected
122,1116,4.93123040354e-06,undirected
139,422,0.939864019251,undirected
145,284,0.0917726335719,undirected
145,330,0.862068232449,undirected
145,534,0.947752241938,undirected
