,citing,cited_id
15562,210,3310
15564,210,4809
15566,210,5217
15567,210,5941
15569,210,6850
15570,210,7172
15572,210,6890
15573,210,6889
15575,210,6957
15576,210,7651
15578,210,8961
15585,210,10033
15586,210,10034
15588,210,10646
15590,211,243
15596,211,1273
15597,211,1308
15598,211,1361
15599,211,1596
15602,211,1909
15604,211,2562
15605,211,2822
15611,211,3812
15612,211,3720
15617,211,5005
15618,211,5265
15619,211,5171
15620,211,5420
15622,211,6022
15625,211,6890
15627,211,7477
15628,211,8966
15629,211,9119
15633,211,9189
15639,211,11238
15644,212,964
15647,212,1689
15665,212,10746
15666,213,14
15675,213,3016
15681,213,3811
15682,213,3855
15684,213,4180
15686,213,5014
15687,213,5349
15690,213,6531
15691,213,6532
15692,213,6162
15694,213,6984
15695,213,6983
15696,213,7414
15706,213,10076
15712,213,11168
15714,214,433
15715,214,71
15716,214,72
15717,214,641
15718,214,1394
15719,214,783
15721,214,1792
15723,214,2684
15724,214,2638
15725,214,3286
15726,214,3552
15727,214,3924
15728,214,4185
15729,214,4189
15730,214,4216
15731,214,4350
15732,214,4389
15733,214,4390
15735,214,3090
15736,214,5525
15737,214,6216
15739,214,6452
15744,214,7445
15745,214,7556
15746,214,7693
15747,214,8533
15748,214,8734
15750,214,8741
15751,214,8872
15754,214,9363
15755,214,9501
15756,214,9669
15758,214,9668
15762,214,11615
15763,215,175
15764,215,218
15765,215,235
15767,215,1106
15768,215,1129
15769,215,1196
15770,215,1197
15772,215,1313
15773,215,1362
15775,215,1586
15776,215,1609
15777,215,1670
15779,215,1987
15781,215,2562
15782,215,2563
15783,215,2773
15784,215,2771
15785,215,2607
15789,215,3810
15791,215,3709
15792,215,4171
15795,215,4496
15796,215,4660
15797,215,4754
15800,215,5177
15803,215,5416
15806,215,5680
15808,215,5803
15809,215,6035
15810,215,6254
15811,215,6425
15812,215,6494
15814,215,7178
15816,215,7257
15817,215,7263
15819,215,7715
15820,215,7763
15822,215,8180
15823,215,8207
15824,215,8213
15825,215,8281
15827,215,8369
15828,215,8936
15829,215,8994
15830,215,9695
15833,215,10111
15835,215,10312
15838,215,10665
15839,215,10658
15840,215,10662
15842,215,11173
15844,215,11400
15845,215,11403
15846,215,11428
15847,216,116
15848,216,198
15849,216,317
15850,216,372
15851,216,471
15852,216,523
15854,216,944
15856,216,1056
15857,216,1101
15858,216,664
15859,216,1191
15860,216,1278
15861,216,11532
15862,216,762
15863,216,1612
15864,216,797
15866,216,2129
15867,216,2281
15868,216,1779
15869,216,1792
15872,216,2911
15873,216,2908
15877,216,3362
15879,216,4117
15880,216,4188
15881,216,4257
15884,216,4938
15886,216,5211
15888,216,6039
15889,216,6196
15890,216,6201
15891,216,6198
15892,216,6472
15893,216,6487
15894,216,6616
15895,216,6670
15896,216,6816
15899,216,7421
15900,216,7436
15901,216,7928
15902,216,7941
15904,216,8358
15905,216,4587
15907,216,9934
15910,216,11139
15911,216,11195
15913,217,216
15915,217,436
15917,217,848
15919,217,1250
15920,217,1354
15923,217,1680
15924,217,1681
15925,217,2172
15929,217,2372
15930,217,1811
15931,217,1812
15933,217,2974
15934,217,3227
15935,217,3492
15938,217,3916
15939,217,4136
15940,217,4162
15942,217,4217
15943,217,4510
15946,217,4829
15949,217,5148
15950,217,5372
15952,217,5400
15954,217,5755
15955,217,5906
15956,217,5933
15957,217,6216
15959,217,6234
15960,217,6359
15961,217,6452
15962,217,6964
15963,217,7119
15964,217,6857
15965,217,7340
15966,217,7337
15967,217,7338
15968,217,7339
15969,217,7493
15972,217,7956
15973,217,7958
15974,217,8349
15976,217,8469
15977,217,8467
15979,217,8464
15980,217,8777
15981,217,8796
15982,217,8819
15983,217,8820
15984,217,8821
15985,217,8843
15991,217,9848
15993,217,10954
15994,217,10955
15995,217,11065
15998,217,11114
15999,217,11137
16000,217,11437
16001,218,249
16002,218,252
16003,218,303
16004,218,1219
16005,218,1378
16011,218,1747
16013,218,2687
16014,218,2708
16015,218,3190
16016,218,3230
16017,218,3379
16018,218,4052
16019,218,3717
16020,218,4169
16022,218,4316
16023,218,4660
16025,218,4934
16026,218,5052
16027,218,5197
16029,218,5236
16031,218,5583
16032,218,5594
16034,218,6469
16035,218,6611
16036,218,7027
16037,218,7084
16038,218,7120
16040,218,7461
16041,218,7502
16042,218,7791
16043,218,7838
16044,218,7911
16047,218,8040
16048,218,8075
16049,218,8463
16050,218,9378
16051,218,10803
16052,219,192
16053,219,25
16057,219,585
16058,219,989
16059,219,627
16060,219,1139
16061,219,1273
16063,219,1570
16064,219,1635
16066,219,1785
16069,219,3056
16070,219,3127
16072,219,3277
16074,219,3295
16075,219,3450
16078,219,3885
16079,219,3940
16080,219,4591
16082,219,4643
16088,219,5575
16089,219,5682
16090,219,5937
16091,219,5938
16092,219,5516
16094,219,5988
16095,219,6011
16096,219,6101
16097,219,6326
16098,219,6732
16100,219,6731
16102,219,7350
16104,219,7802
16105,219,8211
16106,219,8031
16107,219,8222
16112,219,9132
16113,219,9676
16115,219,9149
16116,219,9764
16117,219,9788
16118,219,9947
16119,219,10063
16120,219,10259
16122,219,10308
16123,219,10400
16125,219,10140
16126,219,10168
16128,219,10659
16129,219,10658
16132,219,10925
16133,219,10926
16134,219,10816
16135,219,11238
16136,220,40
16137,220,609
16138,220,641
16139,220,1394
16140,220,1576
16142,220,1656
16143,220,1662
16144,220,1748
16145,220,1792
16146,220,1795
16147,220,2476
16148,220,2771
16149,220,3552
16150,220,3553
16152,220,3924
16153,220,3738
16154,220,4184
16155,220,4216
16156,220,4287
16158,220,4390
16159,220,4744
16161,220,5197
16162,220,5138
16164,220,5791
16166,220,6043
16167,220,6046
16168,220,6287
16170,220,6454
16171,220,7126
16172,220,7445
16175,220,7693
16178,220,7943
16180,220,8422
16181,220,8738
16182,220,8740
16183,220,8739
16187,220,9669
16189,220,9668
16191,220,9926
16192,220,9925
16193,220,10090
16194,220,10535
16195,220,10531
16196,220,10594
16197,220,11609
16198,220,10958
16201,220,11254
16206,221,219
16207,221,266
16212,221,86
16213,221,533
16214,221,825
16220,221,1553
16221,221,1588
16224,221,1682
16226,221,1951
16227,221,2145
16228,221,2167
16230,221,2266
16235,221,2704
16236,221,2562
16237,221,2743
16240,221,2773
16241,221,2771
16243,221,3033
16245,221,2639
16246,221,3184
16251,221,3120
16252,221,3195
16254,221,3386
16255,221,3617
16259,221,3934
16260,221,3699
16261,221,3723
16262,221,4313
16263,221,4396
16265,221,4805
16267,221,5134
16270,221,5293
16271,221,1154
16272,221,5300
16274,221,5169
16276,221,5545
16279,221,5785
16281,221,5864
16283,221,5515
16287,221,6007
16288,221,6028
16289,221,6030
16290,221,6040
16292,221,6119
16294,221,7045
16300,221,7502
16301,221,7504
16303,221,7617
16304,221,7724
16307,221,7975
16308,221,7969
16311,221,8260
16312,221,8277
16313,221,8340
16314,221,8650
16317,221,9268
16323,221,9820
16324,221,9819
16326,221,9955
16329,221,10242
16338,221,10772
16339,221,10995
16340,221,11032
16341,221,10795
16348,222,174
16349,222,253
16350,222,33
16351,222,51
16352,222,50
16353,222,447
16354,222,890
16355,222,657
16357,222,662
16359,222,669
16361,222,1471
16362,222,1616
16363,222,1920
16367,222,2067
16370,222,2365
16371,222,1835
16372,222,2452
16373,222,2972
16376,222,3892
16377,222,3931
16382,222,4642
16383,222,4805
16385,222,4915
16386,222,4923
16387,222,4454
16388,222,4468
16389,222,5305
16390,222,5336
16391,222,5369
16392,222,5183
16394,222,5688
16398,222,6060
16399,222,6271
16400,222,6634
16403,222,7253
16405,222,11548
16406,222,7437
16408,222,7575
16410,222,7936
16412,222,8208
16413,222,8205
16414,222,8209
16415,222,8030
16417,222,8031
16418,222,8256
16420,222,8369
16421,222,8711
16422,222,8726
16424,222,8626
16425,222,9146
16428,222,9191
16429,222,9999
16430,222,10202
16432,222,10109
16433,222,10470
16434,222,10733
16438,222,11182
16440,222,11238
16441,222,11400
16442,222,11478
16443,223,184
16445,223,501
16449,223,1381
16450,223,1640
16451,223,1669
16452,223,1671
16453,223,1674
16455,223,1705
16457,223,2326
16460,223,3327
16461,223,3478
16463,223,3567
16467,223,3926
16468,223,3925
16470,223,4202
16471,223,4272
16475,223,5743
16476,223,5886
16479,223,7193
16480,223,7191
16481,223,7243
16485,223,8178
16488,223,8538
16491,223,9505
16492,223,9804
16495,223,10561
16496,223,10902
16497,223,10999
16498,223,11153
16501,224,37
16502,224,554
16503,224,584
16504,224,1076
16505,224,1195
16506,224,1247
16507,224,1246
16508,224,1459
16510,224,2017
16512,224,1802
16513,224,2467
16514,224,2785
16515,224,2592
16516,224,2625
16517,224,3124
16518,224,3133
16519,224,4203
16520,224,4202
16521,224,4496
16522,224,4347
16524,224,4760
16527,224,6730
16528,224,6742
16529,224,6747
16530,224,6827
16531,224,6837
16535,224,6893
16536,224,7352
16537,224,7353
16538,224,6909
16539,224,6922
16540,224,7631
16542,224,7838
16543,224,7918
16545,224,8147
16546,224,8237
16547,224,8414
16549,224,8757
16550,224,8939
16551,224,9232
16552,224,9326
16554,224,9083
16558,224,9961
16559,224,9965
16560,224,9977
16561,224,9999
16562,224,10453
16563,224,10460
16564,224,11589
16565,224,10606
16567,224,10553
16569,224,10554
16570,224,10752
16573,224,11315
16576,225,176
16577,225,188
16578,225,37
16579,225,455
16581,225,1278
16582,225,1276
16583,225,1298
16584,225,1448
16585,225,1466
16586,225,762
16587,225,1549
16588,225,1548
16589,225,1594
16590,225,1695
16591,225,1708
16593,225,2019
16594,225,2262
16596,225,2364
16598,225,3045
16599,225,3217
16600,225,3132
16601,225,3233
16602,225,3145
16604,225,3503
16605,225,3510
16606,225,3379
16607,225,3815
16608,225,3870
16610,225,4062
16611,225,4084
16612,225,4088
16613,225,4126
16615,225,4252
16616,225,4484
16617,225,4496
16618,225,4520
16619,225,4555
16620,225,4810
16621,225,5091
16622,225,5262
16623,225,5583
16624,225,5663
16625,225,5765
16626,225,5507
16627,225,5916
16629,225,6113
16631,225,6137
16633,225,7084
16634,225,7143
16635,225,7174
16638,225,7199
16640,225,6891
16641,225,7416
16643,225,7502
16644,225,7726
16646,225,7800
16647,225,7966
16648,225,7884
16649,225,7962
16650,225,7999
16651,225,8277
16652,225,8369
16653,225,8077
16655,225,8451
16656,225,8720
16657,225,8726
16658,225,8757
16659,225,8790
16660,225,8886
16662,225,8960
16663,225,9261
16664,225,9265
16665,225,9461
16666,225,9199
16667,225,10070
16669,225,11594
16670,225,10553
16674,225,10850
16675,225,11043
16677,225,11036
16678,225,11335
16679,225,11381
16680,225,11446
16682,226,16
16683,226,58
16684,226,627
16688,226,1248
16689,226,1510
16692,226,1512
16695,226,1909
16696,226,1721
16699,226,2220
16700,226,2380
16702,226,2563
16703,226,3057
16704,226,3207
16705,226,3541
16706,226,3542
16707,226,3635
16713,226,5336
16714,226,5193
16719,226,5768
16720,226,5787
16723,226,6157
16725,226,6617
16728,226,6733
16730,226,7227
16731,226,7223
16732,226,7531
16738,226,7574
16739,226,11516
16742,226,8711
16744,226,8970
16745,226,9531
16749,226,9191
16750,226,9961
16752,226,10665
16753,226,10663
16754,226,10655
16758,227,126
16759,227,128
16760,227,136
16761,227,135
16762,227,133
16763,227,132
16764,227,560
16765,227,827
16766,227,950
16767,227,949
16768,227,1162
16769,227,1164
16770,227,1192
16771,227,1222
16772,227,703
16773,227,1508
16774,227,1582
16775,227,1989
16776,227,2067
16777,227,2092
16778,227,2271
16779,227,2492
16780,227,1847
16781,227,2495
16782,227,2737
16783,227,2937
16784,227,2988
16785,227,2989
16786,227,2987
16788,227,3173
16789,227,3463
16790,227,4202
16792,227,4550
16793,227,4423
16794,227,5002
16796,227,5221
16797,227,5262
16798,227,5287
16799,227,5326
16801,227,6284
16802,227,6769
16803,227,7045
16804,227,7158
16805,227,7347
16806,227,7357
16807,227,7440
16808,227,6943
16809,227,7798
16810,227,7824
16811,227,7906
16812,227,8212
16813,227,8203
16814,227,8213
16815,227,8277
16817,227,8304
16819,227,8086
16820,227,8736
16821,227,9012
16822,227,9548
16823,227,9547
16824,227,9549
16825,227,9708
16826,227,9734
16827,227,9729
16828,227,9780
16829,227,9923
16830,227,9192
16831,227,9194
16833,227,10228
16834,227,10254
16840,227,10937
16841,227,10949
16842,227,11084
16843,227,11100
16844,227,11253
16845,227,11252
16846,227,11249
16847,227,11463
16848,228,126
16849,228,128
16850,228,129
16852,228,132
16853,228,130
16855,228,277
16856,228,292
16858,228,363
16860,228,503
16861,228,560
16862,228,950
16863,228,949
16864,228,1162
16865,228,1170
16867,228,1222
16870,228,719
16872,228,1473
16875,228,1508
16881,228,1883
16883,228,1967
16885,228,2067
16887,228,2092
16888,228,2270
16891,228,2373
16893,228,2438
16895,228,2492
16896,228,2497
16897,228,2496
16898,228,1847
16899,228,2495
16900,228,2490
16902,228,2737
16903,228,2936
16904,228,2937
16905,228,2984
16907,228,2988
16909,228,2989
16910,228,2987
16914,228,3173
16916,228,3318
16918,228,3463
16919,228,3520
16920,228,3387
16923,228,3721
16924,228,4230
16927,228,4548
16928,228,4716
16933,228,4835
16934,228,5001
16935,228,5002
16937,228,5212
16938,228,5252
16940,228,5254
16941,228,5277
16942,228,5287
16943,228,5331
16949,228,5888
16953,228,6284
16954,228,6111
16957,228,6417
16960,228,7045
16963,228,6829
16964,228,7096
16966,228,7148
16967,228,7230
16973,228,7347
16974,228,6900
16975,228,6919
16977,228,7374
16979,228,7377
16980,228,7376
16981,228,7440
16983,228,6945
16984,228,7786
16986,228,7799
16987,228,7798
16988,228,7824
16989,228,7823
16994,228,8208
16995,228,8028
16999,228,8048
17000,228,8304
17003,228,8086
17006,228,8518
17010,228,8835
17013,228,9382
17014,228,9383
17015,228,9421
17019,228,9548
17020,228,9547
17021,228,9549
17022,228,9558
17026,228,9727
17027,228,9729
17030,228,9779
17032,228,9780
17033,228,9923
17034,228,9946
17035,228,9948
17037,228,10228
17038,228,10254
17042,228,10522
17043,228,10603
17046,228,10870
17047,228,10882
17048,228,10924
17049,228,10768
17050,228,10949
17054,228,11085
17055,228,11084
17057,228,11100
17058,228,11253
17059,228,11250
17061,228,11252
17062,228,11246
17064,228,11249
17065,228,11508
17067,228,11510
17070,229,268
17071,229,277
17072,229,560
17073,229,1162
17075,229,1166
17076,229,1170
17077,229,680
17078,229,1230
17080,229,1582
17085,229,2067
17086,229,2092
17088,229,2270
17090,229,2271
17093,229,2437
17097,229,1847
17098,229,2495
17099,229,2748
17103,229,2984
17104,229,2988
17105,229,2985
17106,229,2989
17107,229,2987
17113,229,3169
17115,229,3133
17121,229,4202
17129,229,4847
17132,229,5001
17133,229,5002
17134,229,5224
17136,229,5278
17144,229,6236
17145,229,6417
17152,229,7045
17154,229,6853
17155,229,7230
17157,229,7347
17158,229,6900
17159,229,7350
17160,229,6919
17161,229,7440
17163,229,7509
17166,229,6943
17167,229,7552
17168,229,7596
17173,229,7799
17174,229,7798
17177,229,8213
17183,229,8453
17186,229,8736
17189,229,8933
17191,229,9420
17193,229,9708
17194,229,9734
17196,229,9728
17197,229,9729
17199,229,9770
17200,229,9780
17201,229,9786
17202,229,9832
17203,229,9923
17204,229,9194
17206,229,9199
17210,229,10320
17212,229,10603
17214,229,10974
17215,229,10973
17216,229,11005
17217,229,11084
17231,230,172
17232,230,26
17233,230,232
17234,230,394
17235,230,873
17238,230,669
17239,230,1195
17240,230,1196
17241,230,1309
17242,230,1311
17251,230,2038
17253,230,1753
17255,230,1801
17258,230,2668
17259,230,2563
17260,230,2564
17263,230,11573
17269,230,3492
17270,230,3520
17273,230,4000
17287,230,5053
17288,230,5312
17289,230,5392
17292,230,5788
17294,230,5804
17297,230,6588
17298,230,6587
17300,230,6611
17301,230,6672
17305,230,7502
17311,230,8213
17317,230,8809
17322,230,8939
17323,230,9023
17332,230,10021
17334,230,10288
17336,230,10495
17339,230,11603
17341,230,10665
17342,230,10658
17343,230,10659
17345,230,10778
17346,230,11087
17353,231,1104
17354,231,1311
17355,231,742
17356,231,1433
17358,231,1434
17359,231,1432
17360,231,1435
17361,231,1439
17362,231,1437
17363,231,766
17364,231,765
17366,231,810
17367,231,1657
17368,231,1670
17374,231,2339
17375,231,2361
17376,231,1800
17377,231,2460
17378,231,2459
17379,231,2563
17382,231,3393
17383,231,3824
17384,231,4554
17385,231,4863
17386,231,4934
17387,231,5043
17388,231,5265
17389,231,5584
17390,231,5587
17391,231,5590
17394,231,5752
17395,231,5901
17396,231,5974
17397,231,5520
17398,231,5521
17399,231,5523
17400,231,6605
17401,231,7089
17402,231,7093
17403,231,7502
17404,231,7516
17406,231,7621
17407,231,7622
17409,231,8508
17411,231,8566
17412,231,8885
17413,231,8908
17415,231,9031
17416,231,9058
17417,231,9757
17418,231,9812
17419,231,9835
17420,231,10084
17421,231,10135
17425,231,10665
17426,231,10660
17427,231,11010
17428,231,11056
17429,231,11306
17430,231,11279
17431,232,174
17432,232,871
17435,232,1333
17442,232,2484
17443,232,2738
17444,232,3544
17445,232,3603
17449,232,3894
17454,232,4330
17455,232,4608
17459,232,4782
17462,232,5967
17465,232,6379
17467,232,6680
17468,232,6749
17473,232,7507
17477,232,7819
17478,232,7825
17479,232,7833
17480,232,7647
17481,232,7964
17483,232,8212
17488,232,8558
17491,232,9298
17493,232,9405
17494,232,9593
17495,232,9961
17498,232,11004
17500,232,11164
17502,233,405
17503,233,75
17504,233,643
17505,233,1302
17506,233,1319
17507,233,1329
17508,233,787
17509,233,1878
17510,233,1977
17511,233,2148
17512,233,2307
17514,233,2824
17515,233,2830
17516,233,2828
17517,233,2931
17519,233,3652
17521,233,3954
17522,233,4036
17523,233,4035
17524,233,4037
17525,233,4266
17526,233,4729
17527,233,4788
17529,233,5198
17530,233,5314
17532,233,6459
17533,233,6536
17534,233,6613
17535,233,6669
17536,233,6809
17537,233,6808
17538,233,6820
17539,233,6821
17541,233,6823
17542,233,7194
17543,233,7272
17544,233,7690
17545,233,8211
17546,233,9479
17548,233,9168
17549,233,10616
17550,233,10896
17551,233,10976
17553,233,11195
17554,234,18
17558,234,887
17559,234,593
17560,234,653
17563,234,1600
17566,234,2194
17568,234,2293
17569,234,2295
17570,234,2292
17571,234,2284
17575,234,2302
17576,234,2298
17577,234,2299
17578,234,2296
17579,234,2303
17581,234,2309
17582,234,2310
17583,234,2311
17584,234,2314
17586,234,2615
17589,234,3678
17590,234,4139
17591,234,4149
17592,234,4147
17593,234,4148
17594,234,4151
17595,234,4152
17599,234,4916
17602,234,5646
17605,234,6220
17607,234,6727
17608,234,6728
17617,234,8246
17618,234,8330
17620,234,9049
17626,234,9979
17631,234,11118
17633,234,11477
17637,235,900
17638,235,1039
17641,235,1224
17642,235,1278
17644,235,1451
17646,235,1496
17648,235,1950
17650,235,2041
17652,235,2196
17653,235,2216
17655,235,2284
17656,235,1770
17659,235,3106
17662,235,4251
17664,235,4614
17665,235,4615
17666,235,4648
17667,235,4392
17668,235,4924
17669,235,5067
17671,235,5237
17675,235,5175
17678,235,6056
17679,235,6366
17681,235,7043
17682,235,7104
17686,235,7550
17687,235,6949
17688,235,7712
17689,235,7945
17691,235,8476
17692,235,8838
17693,235,8573
17696,235,9117
17697,235,9773
17702,235,10850
17703,235,10781
17704,235,10801
17706,235,11118
17711,236,374
17712,236,79
17714,236,655
17719,236,1960
17721,236,2223
17722,236,1792
17725,236,2614
17728,236,4225
17729,236,4425
17731,236,5138
17732,236,5716
17733,236,6014
17734,236,6464
17739,236,7149
17743,236,7548
17746,236,8013
17747,236,8246
17752,236,10115
17753,236,10467
17754,236,10645
17757,236,10810
17762,237,1185
17764,237,2317
17765,237,2660
17766,237,2662
17767,237,2755
17768,237,3034
17770,237,3503
17772,237,3785
17775,237,4738
17777,237,5605
17778,237,5640
17779,237,5642
17783,237,7408
17787,237,8573
17789,237,10188
17793,237,10764
17796,237,11321
17799,238,196
17802,238,464
17803,238,463
17804,238,896
17808,238,1864
17809,238,1865
17811,238,2226
17812,238,3180
17813,238,3798
17814,238,3770
17815,238,4491
17817,238,7021
17818,238,8903
17819,238,8904
17821,238,9092
17823,238,11320
17826,239,26
17827,239,232
17828,239,934
17829,239,1075
17832,239,1312
17834,239,1635
17836,239,2014
17837,239,1735
17838,239,2143
17839,239,2172
17840,239,1763
17842,239,2340
17843,239,2533
17844,239,2933
17848,239,3161
17849,239,3415
17850,239,3379
17851,239,3406
17852,239,3686
17853,239,3979
17854,239,4171
17855,239,4595
17857,239,4740
17858,239,4739
17860,239,5008
17861,239,5090
17863,239,5252
17864,239,5273
17865,239,5345
17867,239,5609
17870,239,5877
17873,239,5965
17874,239,6254
17876,239,6429
17877,239,6498
17878,239,6544
17879,239,6171
17880,239,7045
17881,239,7502
17882,239,7604
17883,239,8109
17884,239,8208
17885,239,8028
17888,239,8364
17890,239,8428
17892,239,8850
17895,239,9310
17896,239,9381
17898,239,9689
17899,239,9685
17900,239,9695
17902,239,9814
17903,239,9961
17904,239,9966
17905,239,9199
17906,239,9201
17907,239,10294
17910,239,10377
17911,239,10440
17912,239,10505
17913,239,10665
17915,239,11002
17918,239,11203
17921,239,11505
17922,240,827
17923,240,1181
17925,240,2825
17926,240,2773
17927,240,3432
17928,240,3575
17929,240,3588
17932,240,6689
17933,240,7194
17936,240,10955
17937,240,10976
17938,240,11442
17939,240,11471
17940,241,54
17941,241,562
17942,241,589
17943,241,627
17944,241,1223
17946,241,1360
17947,241,1459
17950,241,1946
17951,241,2172
17952,241,1763
17954,241,2676
17955,241,2562
17956,241,2563
17957,241,2773
17958,241,2771
17959,241,2618
17962,241,3529
17966,241,3379
17967,241,3380
17969,241,3889
17970,241,3892
17971,241,3891
17972,241,4086
17973,241,4087
17974,241,3727
17976,241,4287
17977,241,4614
17979,241,4447
17980,241,5249
17982,241,5654
17983,241,5682
17984,241,5777
17985,241,5786
17986,241,5817
17987,241,5987
17988,241,6142
17989,241,6493
17991,241,6749
17993,241,7220
17994,241,7253
17995,241,7278
17999,241,7555
18000,241,7668
18001,241,7716
18003,241,7763
18004,241,7969
18005,241,8208
18006,241,8207
18007,241,8209
18008,241,8285
18009,241,8573
18010,241,8842
18011,241,8846
18012,241,8890
18013,241,8996
18014,241,9020
18015,241,9663
18016,241,9764
18017,241,9199
18018,241,10324
18019,241,10470
18020,241,10665
18021,241,10659
18022,241,10657
18025,241,10764
18026,241,11002
18027,241,11324
18028,241,11382
18029,242,212
18030,242,74
18031,242,82
18035,242,2045
18036,242,2101
18038,242,2169
18040,242,1828
18041,242,2722
18042,242,2559
18043,242,2766
18044,242,2801
18045,242,3343
18046,242,3447
18047,242,3569
18049,242,3905
18050,242,3915
18051,242,3774
18053,242,4388
18054,242,4942
18055,242,4458
18056,242,5067
18057,242,5103
18060,242,5640
18062,242,5502
18064,242,6785
18065,242,7046
18066,242,7110
18067,242,7146
18068,242,7149
18070,242,7465
18073,242,7662
18074,242,7708
18075,242,7712
18076,242,7836
18077,242,7868
18080,242,7945
18081,242,7992
18082,242,8369
18083,242,8526
18088,242,9652
18089,242,9845
18093,242,10660
18096,242,11052
18098,242,11118
18100,242,11450
18101,242,11451
18102,242,11452
18103,242,11478
18104,242,11480
18105,243,222
18106,243,473
18109,243,1059
18111,243,1094
18113,243,1279
18114,243,1614
18115,243,2336
18116,243,2895
18117,243,4185
18119,243,4868
18120,243,4444
18121,243,4938
18122,243,11528
18124,243,5160
18125,243,5700
18126,243,5915
18127,243,6323
18129,243,6842
18132,243,6904
18136,243,8309
18137,243,8343
18148,243,11503
18151,244,498
18162,244,2157
18174,244,4958
18176,244,5584
18179,244,5915
18180,244,5911
18183,244,7081
18184,244,6825
18188,244,7484
18190,244,7889
18195,244,8886
18198,244,10444
18203,244,10783
18204,244,11024
18206,244,11313
18210,245,448
18211,245,560
18221,245,2497
18222,245,1847
18223,245,2495
18225,245,2668
18227,245,2988
18230,245,3658
18235,245,4127
18240,245,4834
18241,245,5252
18242,245,5277
18243,245,5295
18251,245,6666
18252,245,6753
18253,245,7045
18256,245,6861
18258,245,7263
18265,245,8208
18268,245,8276
18269,245,8304
18270,245,8369
18272,245,8436
18273,245,8641
18278,245,8914
18282,245,9779
18283,245,9786
18284,245,9885
18285,245,9194
18292,245,10739
18294,245,10937
18295,245,10988
18299,246,1093
18308,246,4773
18309,246,5496
18310,246,5495
18314,246,7097
18320,247,217
18322,247,497
18323,247,1085
18324,247,1086
18325,247,1129
18328,247,1416
18329,247,1434
18330,247,766
18331,247,765
18332,247,767
18333,247,1663
18334,247,1657
18335,247,1670
18337,247,2055
18340,247,2895
18341,247,2970
18343,247,3031
18345,247,3160
18346,247,3435
18348,247,3363
18349,247,3553
18350,247,3393
18352,247,4022
18353,247,4722
18354,247,4419
18355,247,4933
18356,247,5047
18357,247,5044
18359,247,5265
18360,247,5284
18361,247,5164
18363,247,5189
18366,247,5584
18368,247,5768
18369,247,5785
18372,247,5901
18373,247,5915
18374,247,5974
18375,247,5522
18376,247,5523
18379,247,6192
18380,247,6224
18381,247,6255
18382,247,6254
18383,247,6256
18384,247,6607
18385,247,7076
18386,247,6834
18387,247,7134
18388,247,7284
18389,247,7350
18390,247,7727
18391,247,8193
18394,247,8397
18396,247,9031
18397,247,9430
18398,247,9564
18400,247,9812
18401,247,9813
18402,247,9976
18403,247,10084
18404,247,10111
18407,247,10467
18408,247,10665
18409,248,217
18410,248,222
18413,248,619
18414,248,1313
18415,248,1349
18417,248,1383
18418,248,1400
18419,248,1433
18420,248,1434
18421,248,1429
18422,248,1435
18424,248,766
18425,248,810
18426,248,2157
18427,248,2158
18428,248,2460
18429,248,2511
18430,248,2729
18433,248,2773
18434,248,2898
18435,248,3031
18436,248,3291
18438,248,3379
18442,248,4195
18444,248,4773
18446,248,5235
18447,248,5285
18448,248,5329
18450,248,5385
18451,248,5584
18453,248,5477
18454,248,5851
18456,248,5520
18457,248,6190
18458,248,6192
18459,248,6353
18460,248,6166
18467,248,7534
18469,248,7892
18471,248,8352
18472,248,8422
18474,248,8459
18477,248,8654
18478,248,8742
18479,248,9445
18480,248,9812
18481,248,10084
18482,248,10586
18484,248,10665
18485,248,10672
18486,248,10670
18491,248,10958
18492,248,11398
18493,249,499
18494,249,569
18497,249,1235
18501,249,2734
18503,249,2895
18507,249,4564
18508,249,4679
18510,249,5284
18511,249,5371
18512,249,5840
18513,249,5915
18514,249,6248
18515,249,6254
18516,249,6338
18517,249,7460
18521,249,7974
18522,249,7968
18523,249,7989
18525,249,8745
18527,249,9447
18530,249,10892
18531,250,308
18532,250,498
18533,250,621
18534,250,619
18535,250,1149
18537,250,2059
18538,250,1788
18539,250,2729
18540,250,2796
18541,250,2589
18542,250,2879
18543,250,2895
18544,250,2892
18546,250,3191
18548,250,3471
18549,250,3470
18551,250,4016
18552,250,4067
18553,250,4191
18555,250,4773
18557,250,5295
18558,250,5650
18559,250,5913
18561,250,6254
18562,250,6256
18563,250,6323
18568,250,7717
18570,250,7975
18572,250,8248
18573,250,8249
18575,250,8778
18576,250,9434
18577,250,9651
18578,250,10476
18580,250,11031
18582,250,11161
18585,251,40
18586,251,380
18588,251,433
18589,251,71
18590,251,72
18592,251,510
18593,251,619
18594,251,1210
18595,251,1394
18598,251,2684
18599,251,2698
18601,251,2895
18602,251,2638
18603,251,3191
18605,251,3258
18606,251,3286
18607,251,3921
18609,251,4525
18611,251,4638
18614,251,5792
18615,251,5915
18616,251,7082
18617,251,6824
18618,251,7315
18619,251,7555
18621,251,8352
18623,251,8741
18624,251,8776
18626,251,9363
18627,251,9501
18630,251,9140
18631,251,9757
18633,251,11115
18634,251,11210
18635,252,420
18636,252,481
18638,252,1484
18639,252,1976
18641,252,3300
18643,252,4111
18647,252,5379
18653,252,9370
18655,252,10517
18657,252,11341
18658,252,11407
18659,253,504
18660,253,637
18661,253,638
18662,253,673
