source,target,weight,type
26,1094,0.594993,undirected
26,1095,0.608052,undirected
26,1121,0.582915,undirected
26,1143,0.789516,undirected
26,1171,0.733519,undirected
26,1198,0.568511,undirected
26,1199,0.716752,undirected
26,1220,0.67811,undirected
26,1236,0.5323,undirected
26,1251,0.640729,undirected
26,1262,0.536657,undirected
26,1269,0.604597,undirected
26,1270,0.66142,undirected
26,1290,0.706009,undirected
26,1297,0.598537,undirected
26,1335,0.734498,undirected
26,1358,0.542727,undirected
26,1399,0.532483,undirected
26,1420,0.577279,undirected
26,1430,0.806151,undirected
26,1434,0.755535,undirected
26,1487,0.57235,undirected
26,1488,0.693566,undirected
26,1491,0.544309,undirected
26,1492,0.723831,undirected
26,1516,0.802745,undirected
26,1522,0.50002,undirected
26,1527,0.557043,undirected
26,1588,0.761517,undirected
26,1609,0.775689,undirected
26,1622,0.720655,undirected
26,1628,0.541532,undirected
26,1638,0.552662,undirected
26,1678,0.766889,undirected
26,1904,0.770316,undirected
26,1997,0.564768,undirected
26,2013,0.592811,undirected
27,319,0.626234,undirected
27,355,0.502533,undirected
27,551,0.585824,undirected
27,734,0.529594,undirected
27,766,0.585012,undirected
27,775,0.59438,undirected
27,930,0.54213,undirected
27,932,0.539836,undirected
27,950,0.600404,undirected
27,953,0.595913,undirected
27,954,0.637965,undirected
27,1144,0.517291,undirected
27,1145,0.527926,undirected
27,1147,0.602499,undirected
27,1227,0.543792,undirected
27,1228,0.513564,undirected
27,1229,0.552335,undirected
27,1231,0.581242,undirected
27,1234,0.531361,undirected
27,1258,0.586229,undirected
27,1334,0.526309,undirected
27,1350,0.538454,undirected
27,1782,0.551716,undirected
27,2058,0.730102,undirected
27,2095,0.563812,undirected
28,29,0.687474,undirected
28,54,0.585975,undirected
28,66,0.500147,undirected
28,90,0.6013,undirected
28,184,0.723239,undirected
28,239,0.815656,undirected
28,252,0.636004,undirected
28,285,0.5241,undirected
28,371,0.752576,undirected
28,376,0.54056,undirected
28,398,0.873986,undirected
28,399,0.836988,undirected
28,400,0.746166,undirected
28,401,0.74343,undirected
28,402,0.828054,undirected
28,404,0.599513,undirected
28,478,0.864501,undirected
28,498,0.738052,undirected
28,516,0.660204,undirected
28,545,0.878124,undirected
28,547,0.876475,undirected
28,582,0.646665,undirected
28,601,0.666569,undirected
28,602,0.777324,undirected
28,606,0.85902,undirected
28,607,0.607456,undirected
28,644,0.51556,undirected
28,647,0.824665,undirected
28,738,0.508577,undirected
28,810,0.594723,undirected
28,848,0.520327,undirected
28,916,0.797925,undirected
28,937,0.729552,undirected
28,1110,0.630742,undirected
28,1409,0.807352,undirected
28,1644,0.722937,undirected
28,1688,0.850953,undirected
28,1706,0.712562,undirected
28,1740,0.635188,undirected
28,1756,0.776633,undirected
28,1766,0.742262,undirected
28,1767,0.635349,undirected
28,1793,0.799146,undirected
28,1817,0.710064,undirected
28,1874,0.807746,undirected
28,1877,0.702454,undirected
28,1891,0.694564,undirected
28,1916,0.745933,undirected
28,2024,0.854894,undirected
28,2071,0.828447,undirected
28,2078,0.866918,undirected
28,2083,0.721665,undirected
29,90,0.534989,undirected
29,184,0.522009,undirected
29,191,0.577805,undirected
29,239,0.682391,undirected
29,301,0.551083,undirected
29,371,0.699405,undirected
29,398,0.789118,undirected
29,399,0.718935,undirected
29,400,0.732052,undirected
29,401,0.59394,undirected
29,402,0.631948,undirected
29,404,0.542938,undirected
29,478,0.663614,undirected
29,498,0.599017,undirected
29,545,0.793788,undirected
29,547,0.663328,undirected
29,602,0.645661,undirected
29,606,0.67519,undirected
29,647,0.57995,undirected
29,810,0.507327,undirected
29,916,0.599398,undirected
29,937,0.531089,undirected
29,1110,0.532889,undirected
29,1409,0.611095,undirected
29,1452,0.532014,undirected
29,1580,0.548783,undirected
29,1688,0.681074,undirected
29,1706,0.644645,undirected
29,1709,0.535969,undirected
29,1756,0.891693,undirected
29,1766,0.578638,undirected
29,1767,0.568567,undirected
29,1793,0.710914,undirected
29,1831,0.603714,undirected
29,1874,0.732759,undirected
29,1877,0.558602,undirected
29,1916,0.57069,undirected
29,1988,0.58424,undirected
29,2024,0.774155,undirected
29,2078,0.553719,undirected
29,2082,0.69886,undirected
30,45,0.592652,undirected
30,78,0.613108,undirected
30,84,0.500107,undirected
30,89,0.550744,undirected
30,96,0.545502,undirected
30,192,0.547886,undirected
30,387,0.511387,undirected
30,442,0.544986,undirected
30,445,0.534824,undirected
30,1116,0.524477,undirected
30,1212,0.504916,undirected
30,1495,0.552322,undirected
30,1515,0.517678,undirected
30,1915,0.595627,undirected
30,1931,0.623661,undirected
30,2030,0.515652,undirected
31,564,0.938341,undirected
31,625,0.93002,undirected
31,855,0.93212,undirected
31,880,0.94776,undirected
31,946,0.936259,undirected
31,1022,0.67528,undirected
31,1158,0.917669,undirected
31,1775,0.907148,undirected
32,631,0.548951,undirected
32,922,0.600646,undirected
32,1389,0.524256,undirected
32,1503,0.699932,undirected
32,1567,0.528236,undirected
32,1752,0.620259,undirected
32,1827,0.564074,undirected
32,1985,0.529302,undirected
32,2041,0.743583,undirected
33,63,0.500299,undirected
33,290,0.510983,undirected
33,508,0.575392,undirected
33,660,0.548665,undirected
33,716,0.559431,undirected
33,834,0.585864,undirected
33,869,0.598378,undirected
33,909,0.548417,undirected
33,910,0.596846,undirected
33,921,0.513385,undirected
33,1602,0.575457,undirected
33,1623,0.508421,undirected
33,1694,0.509022,undirected
33,1696,0.500871,undirected
33,1834,0.514794,undirected
33,1944,0.567945,undirected
34,53,0.642593,undirected
