source,target,p
55,434,0.350293384776
55,461,0.231171127723
55,476,0.0927578168957
55,507,0.322080218632
55,520,0.383248934973
55,575,0.322080218632
55,619,0.383248934973
55,649,0.504461056185
55,651,0.350293384776
55,655,0.383248934973
55,657,0.431556948798
55,759,0.596254320392
55,1199,0.197492163009
56,74,0.383248934973
56,86,0.504461056185
56,87,0.46394984326
56,125,0.197492163009
56,149,0.46394984326
56,163,0.300136644964
56,168,0.172092275541
56,192,0.0461377702757
56,193,0.197492163009
56,194,0.640864882244
56,209,0.300136644964
56,216,0.596254320392
56,237,0.197492163009
56,243,0.504461056185
56,247,0.504461056185
56,248,0.504461056185
56,249,0.383248934973
56,250,0.46394984326
56,288,0.560726629692
56,299,0.46394984326
56,332,0.347882003054
56,356,0.640864882244
56,377,0.678723575275
56,382,0.799614178925
56,385,0.560726629692
56,414,0.640864882244
56,470,0.300136644964
56,521,0.703158910055
56,531,0.504461056185
56,540,0.504461056185
56,542,0.46394984326
56,548,0.596254320392
56,555,0.383248934973
56,585,0.560726629692
56,609,0.799614178925
56,641,0.678723575275
56,662,0.678723575275
56,670,0.721163893578
56,679,0.0453339763685
56,686,0.640864882244
56,694,0.721163893578
56,695,0.721163893578
56,720,0.46394984326
56,729,0.640864882244
56,730,0.344345309863
56,742,0.46394984326
56,750,0.596254320392
56,756,0.956836267181
56,806,0.0777268708303
56,868,0.0777268708303
56,885,0.197492163009
56,896,0.0777268708303
56,1004,0.0777268708303
56,1079,0.300136644964
56,1108,0.300136644964
56,1115,0.300136644964
56,1124,0.0777268708303
56,1142,0.0479061168716
56,1165,0.504461056185
56,1167,0.14098545133
56,1174,0.300136644964
56,1176,0.0777268708303
56,1202,0.0777268708303
58,224,0.00852021541677
58,325,0.0506390161563
58,589,0.143557591833
58,673,0.27972027972
58,1158,0.173941001527
63,252,0.0267663371112
63,393,0.173941001527
63,497,0.0267663371112
64,65,0.173941001527
64,68,0.0267663371112
64,107,0.473997267101
64,155,0.350293384776
64,216,0.431556948798
64,233,0.129330439675
64,240,0.0267663371112
64,260,0.504461056185
64,304,0.0927578168957
64,345,0.173941001527
64,420,0.473997267101
64,473,0.350293384776
64,504,0.717787959167
64,508,0.473997267101
64,528,0.0750743509364
64,560,0.550759585242
64,596,0.231171127723
64,702,0.0889799855317
64,739,0.822361546499
64,957,0.0927578168957
64,998,0.0267663371112
64,999,0.231171127723
64,1015,0.0927578168957
64,1048,0.231171127723
64,1050,0.0267663371112
64,1111,0.0927578168957
64,1113,0.0927578168957
64,1114,0.0267663371112
64,1205,0.431556948798
65,68,0.231171127723
65,107,0.473997267101
65,131,0.231171127723
65,155,0.350293384776
65,204,0.0267663371112
65,216,0.431556948798
65,233,0.473997267101
65,240,0.129330439675
65,259,0.0927578168957
65,260,0.504461056185
65,302,0.300136644964
65,303,0.173941001527
65,304,0.431556948798
65,345,0.173941001527
65,378,0.231171127723
65,504,0.717787959167
65,508,0.473997267101
65,528,0.350293384776
65,559,0.640864882244
65,560,0.550759585242
65,570,0.822361546499
65,593,0.874447391689
65,697,0.431556948798
65,702,0.407121614018
65,739,0.822361546499
65,957,0.0927578168957
65,998,0.0267663371112
65,999,0.231171127723
65,1015,0.0927578168957
