source,target,p
22,1096,0.23042047532
22,1136,0.417111517367
22,1192,0.913857404022
22,1205,0.267422303473
23,54,0.404680073126
23,125,0.990347349177
23,132,0.974625228519
23,171,0.846435100548
23,180,0.999195612431
23,210,0.969213893967
23,253,0.984862888483
23,291,0.753564899452
23,297,0.523436928702
23,339,0.542669104205
23,358,0.789250457038
23,381,0.640804387569
23,386,0.664351005484
23,538,0.819963436929
23,592,0.39436928702
23,595,0.612650822669
23,604,0.768994515539
23,677,0.682925045704
23,773,0.861791590494
23,798,0.931627056673
23,806,0.793345521024
23,823,0.908372943327
23,827,0.973967093236
23,842,0.862157221207
23,847,0.88731261426
23,892,0.86478976234
23,961,0.689506398537
23,1034,0.561608775137
23,1052,0.56029250457
23,1054,0.334332723949
23,1075,0.681316270567
23,1171,0.707787934186
23,1205,0.791809872029
24,943,0.014478976234
24,976,0.00526508226691
24,1097,0.0108957952468
24,1145,0.731334552102
25,117,0.0214990859232
25,249,0.288628884826
25,277,0.567239488117
25,375,0.0699085923218
25,422,0.0567458866545
25,461,0.125191956124
25,503,0.282486288848
25,541,0.0966727605119
25,550,0.0605484460695
25,569,0.0681535648995
25,594,0.039634369287
25,597,0.197148080439
25,633,0.929360146252
25,688,0.0960146252285
25,704,0.0276416819013
25,706,0.16168190128
25,722,0.219890310786
25,894,0.10113345521
25,909,0.79831809872
25,914,0.0802925045704
25,926,0.076197440585
25,928,0.145228519196
25,1008,0.728921389397
25,1057,0.0711517367459
25,1179,0.299890310786
26,107,0.888555758684
26,158,0.240073126143
26,160,0.715978062157
26,178,0.264862888483
26,231,0.114515539305
26,247,0.201462522852
26,372,0.112175502742
26,527,0.0424862888483
26,572,0.907861060329
26,591,0.519414990859
26,626,0.332723948812
26,745,0.0173308957952
26,808,0.587422303473
26,1010,0.0677148080439
26,1029,0.923217550274
26,1048,0.909323583181
26,1103,0.204460694698
26,1119,0.134478976234
26,1201,0.88533820841
26,1204,0.258354661792
27,32,0.624424131627
27,223,0.855063985375
27,355,0.6878976234
27,399,0.632029250457
27,558,0.224862888483
27,632,0.962047531993
27,825,0.855137111517
27,847,0.9239488117
27,869,0.984424131627
27,888,0.942157221207
27,1122,0.757367458867
27,1164,0.232248628885
28,29,0.417769652651
28,54,0.465521023766
28,90,0.291042047532
28,239,0.122632541133
28,252,0.86252285192
28,371,0.238464351005
28,398,0.0764899451554
28,399,0.058647166362
28,400,0.872248628885
28,401,0.291627056673
28,402,0.116270566728
28,404,0.434003656307
28,478,0.19831809872
28,516,0.682632541133
28,545,0.173674588665
28,547,0.106032906764
28,582,0.117440585009
28,601,0.338939670932
28,606,0.25689213894
28,607,0.765776965265
28,644,0.531992687386
28,647,0.0854844606947
28,738,0.511078610603
28,760,0.287751371115
28,789,0.0312248628885
28,805,0.109469835466
28,812,0.299744058501
28,862,0.157806215722
28,872,0.250237659963
28,873,0.235173674589
28,899,0.118098720293
28,923,0.335137111517
28,980,0.325776965265
28,983,0.262376599634
28,997,0.429250457038
28,1022,0.138500914077
28,1130,0.11268738574
28,1177,0.0492138939671
28,1184,0.0380255941499
28,1189,0.169945155393
29,90,0.949689213894
29,152,0.732723948812
29,153,0.906179159049
29,191,0.35773308958
29,239,0.578720292505
29,301,0.673199268739
29,371,0.227641681901
29,377,0.434149908592
29,398,0.146910420475
29,399,0.217623400366
29,400,0.275173674589
29,401,0.745447897623
29,404,0.639488117002
29,471,0.949762340037
29,478,0.518976234004
29,492,0.582595978062
29,545,0.0874588665448
29,547,0.683510054845
29,582,0.979305301645
29,606,0.892138939671
29,617,0.791736745887
29,743,0.86873857404
29,789,0.226544789762
29,805,0.751297989031
29,812,0.862669104205
29,815,0.702230347349
29,862,0.107787934186
29,899,0.273638025594
29,937,0.512906764168
29,980,0.482120658135
29,1094,0.763583180987
29,1130,0.174405850091
29,1188,0.249067641682
30,45,0.536234003656
30,49,0.832979890311
30,78,0.212431444241
30,79,0.605776965265
30,89,0.991371115174
30,96,0.849798903108
30,125,0.600585009141
30,192,0.75436928702
30,302,0.682120658135
30,330,0.789616087751
30,357,0.822376599634
30,384,0.764826325411
30,386,0.955612431444
30,388,0.713638025594
30,390,0.8721023766
30,445,0.930383912249
30,560,0.87634369287
30,570,0.469104204753
30,653,0.924387568556
30,702,0.820914076782
30,821,0.856819012797
30,863,0.899817184644
30,864,0.580255941499
30,871,0.262449725777
30,891,0.420694698355
30,1021,0.839195612431
30,1037,0.146837294333
30,1136,0.391663619744
30,1151,0.755393053016
31,270,0.178939670932
31,444,0.967970749543
31,553,0.939963436929
31,564,0.0104570383912
31,625,0.0177696526508
31,881,0.0378062157221
31,1006,0.741572212066
32,52,0.529140767824
32,147,0.507056672761
32,429,0.484533820841
32,462,0.501425959781
32,631,0.627787934186
32,661,0.621060329068
32,684,0.567020109689
32,732,0.821937842779
32,858,0.216672760512
32,869,0.80928702011
32,889,0.878610603291
32,933,0.164241316271
32,1044,0.485118829982
32,1091,0.190274223035
32,1147,0.152614259598
33,63,0.562047531993
33,109,0.674808043876
33,159,0.49550274223
33,166,0.659963436929
33,167,0.733820840951
33,177,0.799780621572
33,180,0.527678244973
33,186,0.113564899452
33,258,0.72928702011
33,424,0.552906764168
33,510,0.608848263254
33,586,0.703619744059
33,591,0.521755027422
33,661,0.317806215722
33,684,0.766215722121
33,716,0.9560511883
33,723,0.411773308958
33,749,0.917001828154
33,781,0.683144424132
33,803,0.873564899452
33,853,0.667202925046
33,878,0.787861060329
33,888,0.586106032907
33,1023,0.392468007313
33,1047,0.847239488117
33,1146,0.499305301645
33,1200,0.569506398537
34,53,0.172943327239
34,73,0.348299817185
34,199,0.353491773309
34,224,0.951590493601
34,329,0.741937842779
34,332,0.0911882998172
34,382,0.0987202925046
34,385,0.222961608775
34,390,0.398756855576
34,800,0.400511882998
34,813,0.322778793419
34,910,0.830201096892
34,925,0.350932358318
34,990,0.151371115174
34,991,0.0819012797075
34,992,0.305447897623
34,993,0.133820840951
34,1055,0.719341864717
34,1066,0.752321755027
35,142,0.666325411335
35,143,0.881316270567
35,302,0.63773308958
35,324,0.374040219378
35,373,0.800219378428
35,374,0.723217550274
35,392,0.808482632541
35,430,0.629104204753
35,435,0.54676416819
35,464,0.283071297989
35,511,0.524314442413
35,532,0.445265082267
35,558,0.873345521024
35,583,0.614990859232
35,593,0.70113345521
35,664,0.703254113346
35,792,0.596928702011
35,815,0.751663619744
35,822,0.95042047532
35,838,0.347056672761
35,915,0.717074954296
35,982,0.864862888483
35,1018,0.877074954296
35,1030,0.908007312614
35,1031,0.40957952468
35,1084,0.342742230347
35,1085,0.370676416819
35,1182,0.279341864717
36,43,0.848848263254
36,432,0.761023765996
36,433,0.652431444241
36,518,0.937696526508
36,575,0.0435100548446
36,650,0.740402193784
36,652,0.893674588665
36,656,0.663619744059
36,658,0.77747714808
36,785,0.0650091407678
36,790,0.0315173674589
36,796,0.648409506399
37,72,0.954442413163
37,235,0.923144424132
37,242,0.281608775137
37,318,0.410237659963
37,395,0.612138939671
37,450,0.606435100548
37,453,0.881608775137
37,668,0.543546617916
37,694,0.966654478976
37,695,0.275831809872
37,720,0.695429616088
37,752,0.0454113345521
37,932,0.77886654479
37,934,0.687751371115
37,1064,0.143765996344
37,1087,0.674296160878
37,1111,0.867495429616
38,133,0.871371115174
38,145,0.681462522852
38,204,0.59831809872
38,238,0.284899451554
38,322,0.750566727605
38,327,0.659744058501
38,439,0.255575868373
38,534,0.383619744059
38,668,0.489140767824
38,697,0.148811700183
38,715,0.286873857404
38,801,0.238903107861
38,948,0.29747714808
38,971,0.927531992687
38,1051,0.671078610603
38,1193,0.564314442413
39,146,0.472760511883
39,153,0.543254113346
39,159,0.698647166362
39,320,0.780402193784
39,334,0.669542961609
39,342,0.723729433272
39,435,0.952029250457
39,443,0.807678244973
39,462,0.561755027422
39,615,0.809140767824
39,620,0.835685557587
39,669,0.541352833638
39,711,0.441170018282
39,753,0.39239488117
39,757,0.369360146252
39,804,0.358903107861
39,840,0.431882998172
39,849,0.853455210238
39,858,0.813308957952
39,889,0.0919926873857
39,897,0.706691042048
39,933,0.454698354662
39,1044,0.755612431444
39,1091,0.273711151737
40,52,0.724533820841
40,122,0.216234003656
40,292,0.570676416819
40,414,0.863692870201
40,619,0.684826325411
40,661,0.545155393053
40,830,0.811627056673
40,847,0.374259597806
40,907,0.780255941499
40,1004,0.465740402194
40,1174,0.413820840951
40,1200,0.113199268739
41,80,0.371773308958
41,175,0.186617915905
41,234,0.90844606947
41,237,0.0939670932358
41,484,0.590201096892
41,556,0.0750274223035
41,573,0.547202925046
41,628,0.178208409506
41,666,0.142376599634
41,694,0.56226691042
41,697,0.654332723949
41,747,0.327678244973
41,945,0.202998171846
41,1051,0.416307129799
41,1132,0.138939670932
41,1138,0.978354661792
42,94,0.930018281536
42,176,0.755319926874
42,351,0.50252285192
42,544,0.983034734918
42,671,0.809067641682
42,739,0.566361974406
42,855,0.760585009141
42,870,0.804972577697
42,938,0.568921389397
42,998,0.639195612431
42,999,0.652870201097
42,1024,0.771627056673
42,1112,0.828226691042
42,1170,0.49689213894
43,215,0.847678244973
43,277,0.840438756856
43,396,0.255722120658
43,432,0.157074954296
43,433,0.155539305302
43,434,0.372943327239
43,447,0.739744058501
43,503,0.498647166362
43,507,0.785374771481
43,509,0.259817184644
43,518,0.271882998172
43,544,0.421572212066
43,650,0.202340036563
43,651,0.462376599634
43,652,0.40029250457
43,653,0.453893967093
43,656,0.233930530165
43,657,0.219597806216
43,658,0.161389396709
43,708,0.982595978062
43,709,0.312321755027
43,796,0.166069469835
43,870,0.718171846435
43,875,0.521170018282
43,929,0.287531992687
43,930,0.548957952468
43,932,0.710566727605
43,938,0.989835466179
43,946,0.425667276051
43,1020,0.301425959781
43,1058,0.479634369287
43,1178,0.587861060329
43,1185,0.368043875686
44,85,0.481389396709
44,141,0.229469835466
44,169,0.732797074954
44,212,0.918756855576
44,257,0.662010968921
44,291,0.87802559415
44,294,0.232833638026
44,316,0.335063985375
44,327,0.556563071298
44,349,0.878244972578
44,353,0.462961608775
44,439,0.725703839122
44,454,0.604826325411
44,519,0.726142595978
44,542,0.653162705667
44,573,0.89126142596
44,598,0.386617915905
44,701,0.586325411335
44,737,0.898208409506
44,793,0.185521023766
44,874,0.747787934186
44,931,0.299232175503
44,947,0.237221206581
44,1063,0.748226691042
44,1193,0.438244972578
44,1195,0.380914076782
45,84,0.23012797075
45,89,0.480658135283
45,96,0.263254113346
45,192,0.774040219378
45,320,0.0876782449726
45,334,0.03239488117
45,342,0.390493601463
45,387,0.36731261426
45,427,0.908080438757
45,442,0.119268738574
45,445,0.0227422303473
45,620,0.964021937843
45,669,0.156489945155
45,676,0.739085923218
45,757,0.91970749543
45,804,0.260914076782
45,821,0.0374405850091
45,824,0.472321755027
45,864,0.566215722121
45,1021,0.229981718464
45,1065,0.448702010969
46,47,0.981645338208
46,49,0.701645338208
46,54,0.698574040219
46,120,0.427495429616
46,137,0.322193784278
46,181,0.617038391225
46,201,0.672175502742
46,291,0.112248628885
46,297,0.60197440585
46,315,0.0671297989031
46,379,0.687239488117
46,381,0.549542961609
46,394,0.481462522852
46,447,0.849506398537
46,448,0.609213893967
46,449,0.684533820841
46,451,0.905594149909
46,454,0.698062157221
46,519,0.367824497258
46,574,0.341572212066
46,604,0.77718464351
46,618,0.0336380255941
46,619,0.505228519196
46,690,0.742376599634
46,761,0.380255941499
46,848,0.994296160878
46,864,0.983034734918
46,900,0.781352833638
46,903,0.890383912249
46,907,0.418281535649
46,941,0.31268738574
46,1041,0.285703839122
46,1052,0.194808043876
46,1151,0.776745886654
46,1155,0.196489945155
46,1202,0.739451553931
47,49,0.217404021938
47,72,0.780109689214
47,120,0.660914076782
47,181,0.0337111517367
47,318,0.361901279707
47,379,0.432468007313
47,381,0.526069469835
47,395,0.697257769653
47,519,0.778574040219
47,560,0.604972577697
47,574,0.504936014625
47,618,0.737915904936
47,619,0.366581352834
47,763,0.936380255941
47,848,0.605045703839
47,882,0.695795246801
47,887,0.860255941499
47,907,0.349542961609
47,941,0.261572212066
47,951,0.968117001828
47,1037,0.387129798903
47,1041,0.318537477148
47,1052,0.254186471664
47,1087,0.458647166362
47,1116,0.879195612431
47,1131,0.991297989031
47,1151,0.369433272395
47,1155,0.766800731261
47,1195,0.559926873857
48,227,0.0165265082267
48,228,0.0268372943327
48,229,0.010310786106
48,245,0.667861060329
48,286,0.0310786106033
48,293,0.0300548446069
48,307,0.326654478976
48,378,0.0517001828154
48,475,0.00460694698355
48,481,0.0235466179159
48,537,0.16928702011
48,610,0.10844606947
48,678,0.16365630713
48,696,0.0733455210238
48,754,0.01521023766
48,812,0.65126142596
48,818,0.0712248628885
48,820,0.551882998172
48,984,0.71970749543
48,1092,0.283875685558
48,1143,0.0159414990859
49,51,0.993857404022
49,120,0.275393053016
49,137,0.64168190128
49,141,0.646361974406
49,169,0.882998171846
49,181,0.19042047532
49,234,0.41352833638
49,291,0.881389396709
49,341,0.533308957952
49,342,0.741060329068
49,373,0.973308957952
49,379,0.544204753199
49,381,0.448117001828
49,439,0.694625228519
49,447,0.948519195612
49,454,0.60563071298
49,519,0.431371115174
49,570,0.672248628885
49,574,0.276782449726
49,618,0.705594149909
49,619,0.270566727605
49,620,0.687239488117
49,693,0.938354661792
49,793,0.89747714808
49,801,0.622303473492
49,822,0.754881170018
49,848,0.305886654479
49,871,0.399853747715
49,877,0.648775137112
49,900,0.565850091408
49,904,0.953126142596
49,907,0.426983546618
49,941,0.410968921389
49,975,0.862742230347
49,1037,0.222230347349
49,1041,0.503034734918
49,1052,0.0837294332724
49,1131,0.551151736746
49,1151,0.23268738574
49,1191,0.268153564899
49,1193,0.426252285192
49,1195,0.0752468007313
49,1202,0.573967093236
50,162,0.0776599634369
50,170,0.0625228519196
50,204,0.156928702011
50,230,0.267641681901
50,298,0.0187202925046
50,346,0.000950639853748
50,359,0.0018281535649
50,442,0.571480804388
50,466,0.00307129798903
50,479,0.0313711151737
50,485,0.0150639853748
50,543,0.0376599634369
50,567,0.0569652650823
50,574,0.835539305302
50,596,0.173820840951
50,616,0.203363802559
50,687,0.0864351005484
50,766,0.00468007312614
50,788,0.0204021937843
50,841,0.41718464351
50,974,0.00212065813528
50,1152,0.116563071298
50,1194,0.0183546617916
51,74,0.405484460695
51,125,0.872833638026
51,173,0.652723948812
51,216,0.150786106033
51,296,0.977330895795
51,305,0.247751371115
51,335,0.681096892139
51,381,0.709835466179
51,448,0.415941499086
51,451,0.966727605119
51,454,0.945155393053
51,455,0.415722120658
51,471,0.977769652651
51,500,0.109031078611
51,617,0.47407678245
51,619,0.927020109689
51,692,0.466837294333
51,698,0.210383912249
51,726,0.573601462523
51,770,0.452212065814
51,887,0.614405850091
51,924,0.228884826325
51,962,0.446215722121
51,981,0.381279707495
51,1052,0.470932358318
51,1108,0.158829981718
51,1151,0.325118829982
51,1155,0.926288848263
51,1189,0.507861060329
51,1202,0.566288848263
52,77,0.517148080439
52,126,0.497550274223
52,381,0.987641681901
52,400,0.452065813528
52,447,0.443436928702
52,452,0.957879341865
52,462,0.652138939671
52,538,0.664936014625
52,577,0.306544789762
52,615,0.97747714808
52,619,0.459817184644
52,858,0.146691042048
52,907,0.91436928702
52,933,0.337696526508
52,1041,0.632833638026
52,1044,0.344643510055
52,1052,0.845850091408
52,1068,0.897111517367
52,1091,0.207093235832
52,1117,0.320950639854
52,1147,0.42647166362
52,1188,0.75239488117
53,104,0.854990859232
53,130,0.958464351005
53,332,0.53689213894
53,382,0.466910420475
53,385,0.955393053016
53,407,0.645850091408
53,684,0.791297989031
53,764,0.630493601463
53,839,0.597367458867
53,884,0.44533820841
53,910,0.798244972578
53,952,0.791224862888
53,990,0.618500914077
53,991,0.39634369287
53,992,0.947056672761
53,993,0.362705667276
53,1007,0.877367458867
53,1027,0.401096892139
54,64,0.528921389397
54,110,0.851115173675
54,180,0.407678244973
54,185,0.969433272395
54,201,0.652504570384
54,285,0.763875685558
54,291,0.165776965265
54,297,0.23773308958
54,339,0.278391224863
54,358,0.736160877514
54,386,0.614186471664
54,402,0.818135283364
54,411,0.62676416819
54,538,0.565484460695
54,547,0.892943327239
54,591,0.785813528336
54,592,0.362851919561
54,595,0.282705667276
54,601,0.644826325411
