0,400
0,545
0,239
0,307
0,527
0,398
0,1
1,400
1,545
1,239
1,401
1,398
2,695
2,368
2,722
2,533
2,462
2,324
2,608
2,538
2,726
2,569
4,619
4,431
4,744
4,575
5,369
7,750
7,484
7,682
8,335
8,563
8,636
9,459
10,504
10,685
10,183
10,729
11,368
11,504
11,671
11,266
11,544
11,265
12,537
12,696
12,754
12,758
12,610
13,683
13,261
14,51
14,414
14,440
14,173
14,563
14,362
14,273
14,216
14,168
14,75
14,458
14,192
14,585
14,690
14,332
14,521
14,641
14,437
16,86
18,592
18,217
18,392
18,388
18,572
18,167
19,593
19,740
19,293
20,520
20,593
20,255
20,464
20,758
20,167
21,244
22,131
22,93
22,126
22,445
22,98
22,667
22,559
22,593
22,176
23,604
23,593
23,327
23,477
23,181
24,520
24,320
24,592
24,392
24,559
24,388
24,19
24,570
24,185
24,167
25,683
25,375
25,250
25,688
25,630
25,290
25,538
25,609
25,420
25,345
26,504
26,613
26,594
27,304
27,523
27,355
27,631
27,566
28,607
28,478
28,440
28,696
28,582
28,754
28,606
28,378
28,602
28,498
29,400
29,545
29,398
29,726
30,677
30,169
31,625
31,673
32,716
32,591
32,703
32,510
32,484
32,631
32,462
32,429
32,370
32,538
33,716
33,683
33,290
33,723
33,538
34,486
34,431
34,329
34,199
34,225
34,288
35,541
35,709
35,409
36,744
36,575
37,695
37,750
37,484
37,691
37,530
38,668
38,322
39,711
40,661
40,482
40,282
40,597
40,632
40,447
40,682
40,594
41,620
41,585
42,740
42,756
42,739
42,506
42,321
43,432
43,509
43,433
43,658
43,518
43,758
43,428
44,349
45,442
45,669
45,342
46,315
47,360
47,181
48,537
48,754
48,228
48,610
48,653
48,535
48,565
50,485
50,359
51,496
51,621
51,216
51,521
51,641
52,661
52,462
52,540
55,658
55,518
55,758
55,682
55,650
56,243
56,87
56,299
56,125
56,192
56,521
56,251
56,555
56,209
58,589
60,589
60,710
62,396
62,589
62,642
63,179
63,214
64,304
64,549
64,523
64,597
64,558
64,260
64,220
64,344
65,217
65,240
65,392
65,549
65,523
65,579
65,739
65,167
66,644
66,607
66,478
66,403
66,582
66,606
66,498
66,547
67,604
67,195
67,308
67,364
67,175
67,600
68,549
68,572
69,396
69,589
69,624
69,649
69,709
69,650
70,446
70,455
70,465
70,563
70,484
70,458
70,690
70,194
70,513
70,617
70,448
70,692
70,377
70,471
70,340
71,531
73,505
73,703
73,756
73,332
73,463
73,382
73,682
73,694
73,662
74,414
77,661
77,729
77,538
78,497
81,686
81,504
81,508
81,739
85,543
89,406
90,545
90,756
90,547
90,720
91,135
91,428
93,593
93,570
94,622
94,571
94,739
94,572
95,269
95,667
95,383
96,445
96,700
96,405
96,442
96,669
97,599
97,542
97,585
99,667
99,521
100,221
100,289
100,509
100,208
100,433
100,427
100,534
100,671
100,476
100,382
100,553
100,434
100,366
100,657
100,338
101,280
101,283
101,718
102,583
102,634
102,568
103,533
103,102
105,533
106,432
106,505
106,208
106,100
106,433
106,434
107,687
107,740
108,588
109,510
110,322
110,548
111,469
111,612
112,111
112,590
112,612
113,718
113,101
113,691
113,682
113,222
114,280
114,505
114,718
114,756
114,650
115,718
115,515
115,705
117,422
117,391
117,577
117,631
117,462
117,418
117,372
117,365
117,609
117,345
118,563
118,362
118,621
118,636
118,491
118,682
118,451
118,617
118,437
118,409
118,377
118,471
118,515
119,667
120,676
120,238
120,442
120,669
121,651
121,593
121,665
121,655
121,464
121,544
121,393
121,553
121,652
121,759
122,661
122,524
122,276
122,663
122,560
122,756
122,553
122,566
122,336
122,575
122,565
123,482
123,524
123,682
123,643
123,311
124,581
125,667
125,360
128,670
129,618
130,370
131,588
132,682
135,685
135,462
135,428
139,622
139,646
139,491
139,689
139,594
139,503
140,738
142,558
144,708
145,567
145,433
145,534
145,718
145,671
145,708
145,570
145,758
145,682
145,759
146,711
147,707
147,716
147,683
147,482
147,504
147,718
147,431
147,508
147,756
147,462
147,682
147,609
147,565
147,425
149,414
149,168
151,563
151,621
152,571
153,492
153,711
153,491
153,471
153,490
154,670
154,640
154,756
154,691
154,463
155,374
157,492
157,276
157,491
157,490
158,688
158,420
159,411
160,529
162,405
162,436
163,670
163,712
163,282
163,473
163,383
163,487
163,281
163,730
163,682
163,154
163,694
163,288
163,384
163,428
164,705
165,441
165,722
165,579
165,601
165,602
165,547
165,725
167,593
168,414
169,693
170,436
171,668
173,465
173,437
174,639
174,739
175,405
176,559
176,593
176,534
176,620
176,570
177,510
177,560
178,683
178,663
178,731
180,739
181,360
182,754
182,688
182,374
182,659
183,482
183,666
183,504
183,431
183,510
183,508
183,685
183,682
184,644
184,547
186,632
186,460
187,313
188,482
188,431
188,682
189,188
189,280
189,283
189,482
189,282
189,431
189,682
190,756
190,685
190,506
192,299
192,216
192,458
192,332
192,521
192,463
192,382
192,641
192,694
193,713
193,694
194,695
194,670
194,484
194,742
194,530
194,694
195,588
195,670
195,358
195,713
195,750
196,667
197,542
197,494
197,429
197,370
198,414
198,703
198,463
198,514
198,719
199,386
199,383
200,446
200,482
200,619
200,700
200,487
200,685
200,682
200,502
200,448
200,428
201,446
201,606
201,724
201,519
201,220
202,627
202,670
202,599
202,542
202,750
202,721
202,691
202,656
203,368
203,558
203,568
203,727
203,365
203,540
204,697
204,658
205,404
205,495
205,649
205,524
205,756
205,691
206,666
206,525
206,566
206,507
206,575
206,650
207,482
207,758
207,682
208,433
209,682
210,715
211,757
211,759
213,738
214,251
215,683
215,758
216,455
216,690
216,548
217,739
217,572
219,400
219,665
219,759
221,753
221,682
221,568
221,727
222,759
223,319
224,730
224,659
225,489
225,718
225,431
225,491
225,682
226,666
226,510
226,560
227,229
227,482
227,696
227,754
227,758
227,682
227,228
227,653
227,413
228,712
228,754
228,653
229,712
229,754
229,758
229,228
229,610
229,731
230,504
230,532
230,708
230,711
230,508
230,685
230,758
230,659
230,615
230,565
231,683
231,591
231,247
231,538
232,524
233,395
233,392
233,473
233,596
233,477
233,570
233,420
234,598
234,364
234,405
234,600
235,695
235,750
235,691
237,582
237,407
237,573
238,604
239,400
239,545
239,601
239,756
239,398
239,399
239,488
240,549
240,593
240,523
240,420
241,467
241,617
242,599
242,663
242,557
242,752
243,670
244,591
244,595
245,610
247,683
247,591
247,510
247,538
248,591
248,462
248,538
248,609
249,686
249,664
250,626
251,537
252,444
252,516
252,728
254,671
254,708
255,757
255,759
257,570
257,682
258,756
258,742
258,662
259,735
259,734
259,733
260,558
260,739
261,712
261,591
261,594
265,671
266,473
267,683
267,708
267,685
268,708
269,671
269,756
269,739
272,529
273,496
273,531
273,548
273,741
274,509
274,649
274,614
274,648
274,539
274,507
274,650
275,712
275,421
275,650
275,657
275,759
276,504
276,492
276,685
276,491
276,490
277,432
277,649
277,648
277,758
278,541
278,461
278,569
279,753
279,493
279,597
279,527
279,706
279,594
279,731
280,682
281,283
281,282
281,431
281,682
282,661
282,482
282,431
282,682
283,682
284,482
284,551
284,616
284,671
284,756
284,655
284,758
284,682
284,650
285,441
286,327
286,754
286,653
