0,1,0.828776265938
0,28,0.192238888124
0,29,0.522223751204
0,90,0.13554424109
0,184,0.132792073758
0,239,0.532452839822
0,371,0.469749094078
0,398,0.831586747115
0,399,0.256226778588
0,401,0.145130957296
0,404,0.490803174166
0,478,0.449061969634
0,545,0.791431585707
0,547,0.202467776707
0,647,0.2554928673
0,738,0.0827943672309
0,1688,0.563139305536
0,1706,0.483739278015
0,1747,0.995236583042
0,1756,0.624244487464
0,1766,0.474175755871
0,1767,0.532452839822
0,1793,0.510618778955
0,1831,0.506765744691
0,1874,0.556992798495
0,1988,0.395899270676
0,2024,0.508095958901
1,28,0.77221228384
1,29,0.86804370225
1,90,0.211137103803
1,239,0.880457772632
1,371,0.840053208568
1,398,0.90908673914
1,399,0.579101876061
1,400,0.890087349075
1,401,0.837622127425
1,402,0.428650061924
1,404,0.949818815651
1,478,0.73455346085
1,545,0.946378606486
1,547,0.890087349075
1,606,0.211458189991
1,647,0.313655336911
1,916,0.576120361451
1,1264,0.0597220310995
1,1362,0.238888124398
1,1385,0.168432640705
1,1409,0.911789927359
1,1439,0.30012384753
1,1558,0.218843172332
1,1644,0.470345397
1,1688,0.926241915508
1,1706,0.801935691023
1,1756,0.86804370225
1,1766,0.921774108182
1,1767,0.633961744874
1,1793,0.890372001284
1,1831,0.484656667125
1,1874,0.893087752726
1,1877,0.375991926976
1,1916,0.406770331636
1,1988,0.805864295544
1,2024,0.782303564057
1,2078,0.192514104858
2,114,0.495114902986
2,213,0.252603091601
2,324,0.595339663318
2,325,0.0495390119719
2,505,0.941332966378
2,506,0.662263198936
2,586,0.113802119169
2,587,0.671161873309
2,659,0.721801752213
2,851,0.799458740425
2,1128,0.144947479473
2,1204,0.436952433375
2,1342,0.688500527499
2,1425,0.613549837163
2,1473,0.268749139948
2,1615,0.898582633824
2,1747,0.364065868538
2,1848,0.218889041787
2,1885,0.257108266109
2,2018,0.824595202055
3,50,0.987982202651
3,162,0.935232328792
3,170,0.939268840879
3,204,0.846016237787
3,230,0.564102564103
3,298,0.994174579148
3,346,0.994266318059
3,359,0.996651529746
3,466,0.993761754048
3,479,0.974175496537
3,485,0.993348928948
3,543,0.977248750057
3,567,0.926975826797
3,574,0.142195312142
3,596,0.754781890739
3,616,0.651483876886
3,687,0.954680977937
3,826,0.900497512438
3,915,0.99610109628
3,1031,0.983670473831
3,1054,0.991697628549
3,1735,0.754002109995
3,1868,0.99394523187
3,2046,0.976698316591
3,2088,0.993165451126
4,120,0.550433466355
4,181,0.246594192927
4,200,0.669948131682
4,315,0.263795238751
4,379,0.37718453282
4,396,0.220815558919
4,447,0.0580248612449
4,451,0.17760653181
4,544,0.321315535985
4,574,0.382276042383
4,619,0.928672996652
4,774,0.00761432961791
4,882,0.590156414843
4,978,0.344479611027
4,1018,0.417641392597
4,1440,0.833356268061
4,1470,0.381909086739
4,1471,0.181230218797
4,1557,0.303059492684
4,1794,0.23907160222
4,1798,0.0638961515527
4,1801,0.817944131003
4,1823,0.185851377642
4,1835,0.462226503371
4,1840,0.286638227604
4,1935,0.507499655979
4,1946,0.546488693179
4,2049,0.462776936838
4,2079,0.0316499243154
5,384,0.472134305766
5,1748,0.148525297005
5,1953,0.763130131645
5,1977,0.0247236365304
6,37,0.0808678500986
6,242,0.645658456034
6,397,0.210816017614
6,735,0.291454520435
6,752,0.586211641668
6,771,0.710701343975
6,810,0.58382642998
6,811,0.752809504151
6,812,0.584973166369
6,813,0.675702949406
6,816,0.736434108527
6,900,0.618045043805
6,1243,0.166093298473
6,1303,0.27929911472
6,1479,0.73065455713
6,1581,0.174900233934
6,1652,0.65052061832
6,1958,0.396954268153
7,8,0.761662309068
7,97,0.841704508967
7,194,0.439888078529
7,436,0.356818494564
7,484,0.968671161873
7,573,0.745286913444
7,585,0.728085867621
7,599,0.873170955461
7,654,0.189624329159
7,792,0.851656645785
7,821,0.893674602082
7,897,0.337966148342
7,972,0.1563689739
7,1032,0.928214302096
7,1059,0.405715334159
7,1115,0.841291683868
7,1355,0.518829411495
7,1446,0.318425760286
7,1462,0.244484197973
7,1839,0.663409935324
7,1960,0.631797971321
8,97,0.0220632081097
8,436,0.717490023393
8,484,0.703637447823
8,573,0.102793449842
8,585,0.718590890326
8,599,0.919269758268
8,654,0.177285445622
8,821,0.883858538599
8,897,0.762900784368
8,958,0.34558047796
8,972,0.128434475483
8,1032,0.820099995413
8,1115,0.884042016421
8,1355,0.624420898124
8,1446,0.660015595615
9,1692,0.315260767855
10,290,0.5348435554
10,504,0.930771673547
10,522,0.636209348195
10,660,0.106279528462
10,683,0.27067565708
10,685,0.888218482058
10,921,0.267969359204
10,1419,0.0215127746434
10,1553,0.27283152149
10,1860,0.538828494106
11,221,0.507958350534
11,292,0.345075913949
11,365,0.698775285537
11,568,0.663822760424
11,727,0.748039080776
11,889,0.108939956883
11,1083,0.883904408055
11,1884,0.0714646117151
11,1887,0.156506582267
11,2019,0.39842209073
12,281,0.372505848356
12,584,0.0126141002706
12,716,0.57602862254
12,776,0.245080500894
12,919,0.567359295445
12,920,0.193202146691
12,957,0.684026675135
12,1037,0.248153754415
12,1067,0.335993761754
12,1152,0.664602541168
12,1161,0.0571992110454
12,1166,0.08228980322
12,1169,0.698867024448
12,1172,0.616944176873
12,1277,0.229393147103
12,1343,0.347690472914
12,1424,0.140222925554
12,1427,0.0541259575249
12,1444,0.491858171644
12,1554,0.223613595707
12,1563,0.58290904087
12,1751,0.5881381588
12,1763,0.00967845511674
12,1834,0.0952900184461
12,1936,0.3537911105
